,Polarity,Tweet_ID,Date,Query,Username,Tweet_text,VADER score
1013939,4,1881373308,Fri May 22 04:28:24 PDT 2009,NO_QUERY,thomby,Had awesome dinner for marios bday  thanks again pal  now going to see angels and demons with jaxxy,0.7906
1015146,4,1881526814,Fri May 22 04:54:15 PDT 2009,NO_QUERY,Alakasaam,star trek is awesome so is angels and demons ,0.6249
1024032,4,1883133519,Fri May 22 08:03:41 PDT 2009,NO_QUERY,sammeeks07,is reading angels and demons.. trying to finish so i can watch the movie ,0.0
1031124,4,1933020266,Tue May 26 22:47:23 PDT 2009,NO_QUERY,Amy_Mitchell,New level of the mall opens tomorrow...guess whos going!?! MEEEEE! And going to see angels and demons  Im so excited ,0.6114
1033046,4,1936064488,Wed May 27 07:23:26 PDT 2009,NO_QUERY,aiciled,"i'm in a really goodmood today,he keep sent me message,school nice,watched angels&amp;demons for free hihi ",0.5106
1049809,4,1960524567,Fri May 29 08:05:54 PDT 2009,NO_QUERY,hitthebutton,"@erlang nice.. it's not only showing this supercool feature, but also demonstrates how easy to hack. Goodie ",0.5927
1061618,4,1963821767,Fri May 29 13:18:04 PDT 2009,NO_QUERY,bebraunstein,angels and demons is so hard to get into.. not like twilight where i fly through it in a day! ughh reading tho ,-0.5054
1071044,4,1966253458,Fri May 29 17:25:08 PDT 2009,NO_QUERY,roxi4455,@TheExies  I  hope you have a wonderful day....and it's ok to keep your demons private; we all have them.  I have a tattoo ,0.8316
1077080,4,1967604700,Fri May 29 19:53:10 PDT 2009,NO_QUERY,SarahJew16,"saw angels and demons. pretty good. 90% accurate to the book, which was a fun read. mostly it made me want to visit rome again. ",0.8658
1078607,4,1967888423,Fri May 29 20:23:36 PDT 2009,NO_QUERY,foxymardy,watching angels&amp;demons today with Hana&amp;Eqa.Decided to see him tomorrow coz he's sleeping rite now. Want to get him a CD ,0.0772
1087116,4,1969395562,Fri May 29 23:54:18 PDT 2009,NO_QUERY,rgonzale1122,@colorguardbabi8 angels and demons was good ,0.4404
1087658,4,1969451795,Sat May 30 00:04:48 PDT 2009,NO_QUERY,zedshaw,@dwf Just a great demonstration of efficient mathematical destruction using catastrophe theory.  ,-0.2023
1089210,4,1969679955,Sat May 30 00:50:38 PDT 2009,NO_QUERY,psyche03,is angels  and demons X-( :::fantastic http://plurk.com/p/x5g0o,0.0
1092927,4,1970020206,Sat May 30 02:07:33 PDT 2009,NO_QUERY,codenameKASMOT,going out now... off to watch angels and demons with high school buddies ,0.0
1094478,4,1970150276,Sat May 30 02:39:41 PDT 2009,NO_QUERY,SakuraTbh,@samantitaa Same here..although i would like to see that Angels and demons movie ,0.3612
1094923,4,1970187585,Sat May 30 02:49:09 PDT 2009,NO_QUERY,hersheyyo,"reading angels&amp;demons. gosh, the movie was incredible. ",0.0
1104851,4,1971218620,Sat May 30 06:32:37 PDT 2009,NO_QUERY,IainWalter,@Fightstarmusic Hi Mr.Simpson! You get chance to enjoy my bands demonstration compact disc? GhostsOfJupiter? I looked after Eddi in York ,0.7393
1105277,4,1971269157,Sat May 30 06:40:49 PDT 2009,NO_QUERY,aminahkastuari,says angel and demons bagusss...  http://plurk.com/p/x7jzf,0.0
1110263,4,1972032628,Sat May 30 08:25:09 PDT 2009,NO_QUERY,anu_rekhde123,@richardquest  i am gonna watch angels and demons. and watch formula 1 ,0.0
1110566,4,1972081221,Sat May 30 08:31:14 PDT 2009,NO_QUERY,chicken_little3,going to the pictures tonight to see angels and demons ,0.0
1114729,4,1972826454,Sat May 30 09:57:45 PDT 2009,NO_QUERY,Willbeatz01,Im God &amp; if you don't believe me... You're the Devil!!!! #Myweakness Women   now get away from me yo demons ,0.5053
1117258,4,1973383902,Sat May 30 11:02:37 PDT 2009,NO_QUERY,Willbeatz01,Im God &amp; if you don't believe me... You're the Devil!!!! #Myweakness Women now get away from me yo demons ,0.5053
1126142,4,1974976727,Sat May 30 14:11:25 PDT 2009,NO_QUERY,Jos_in_the_sky,Angels and demons. Im see it. Seriously. AMAZING ,0.5904
1129618,4,1975566185,Sat May 30 15:25:47 PDT 2009,NO_QUERY,steveluvsu,going 2 c angels and demons lol should b gooodd... hope sooooo! anybody allready seen it????? - - Steve ,0.7877
1137779,4,1976776598,Sat May 30 19:02:19 PDT 2009,NO_QUERY,ItalianMeetup,@tomgpalmer Salve  Thought I'd help out with your demonstration. I'm tracking the word &quot;Italy&quot; so your tweet popped up.,0.4767
1143090,4,1977389070,Sat May 30 20:53:03 PDT 2009,NO_QUERY,samleeort,going to see angels and demons lol  &lt;*i&lt;3Gr3eN*&gt;,0.4215
1145197,4,1977734855,Sat May 30 21:35:30 PDT 2009,NO_QUERY,anatwits,At the movies yay about to see angels and demons with jess  http://radar.net/c/ev6G,0.5267
1145618,4,1977807288,Sat May 30 21:45:16 PDT 2009,NO_QUERY,iSourita,"just finished dance performance, if youre up for angels &amp; demons call me! ",0.0
1149069,4,1978287828,Sat May 30 22:55:50 PDT 2009,NO_QUERY,laurenhorst,seeing angels and demons with doug! got lost...again...but made it just in time. yay!  #fb,0.6103
1154414,4,1978916474,Sun May 31 00:55:39 PDT 2009,NO_QUERY,josepicardo,"I'm running a workshop and would like to demonstrate twitter, so you can expect the usual request for a twitter greeting tomorrow am ",0.6249
1155575,4,1979023205,Sun May 31 01:19:46 PDT 2009,NO_QUERY,musicpinky92,"ugh, i never have time for anything anymore! :-/   just saw angels &amp; demons &amp; loooved it! off 2 bed, goodnight ",-0.6792
1159782,4,1979375294,Sun May 31 02:46:30 PDT 2009,NO_QUERY,AddictedToJones,going to the cinemas to see &quot;angels and demons&quot; today  Can't wait! Xx,0.0
1163715,4,1979698731,Sun May 31 04:08:40 PDT 2009,NO_QUERY,lushlady15,@makeupbylinvia ps. angels and demons!  (my recc is probably a little late hehe),0.0
1167353,4,1980043610,Sun May 31 05:29:11 PDT 2009,NO_QUERY,ErikJonker,"leest &quot;The five demons of Twitter&quot;, leuk artikel  , http://trunc.it/afjr",0.0
1167897,4,1980099333,Sun May 31 05:40:59 PDT 2009,NO_QUERY,missmiamaria,slowly getting attached to the dog of demons ,0.0
1171482,4,1980502459,Sun May 31 06:55:46 PDT 2009,NO_QUERY,jamesssl,Is off for a walk in Hyde Park then pizza express then angels and demons  perfect,0.5719
1172980,4,1980695662,Sun May 31 07:26:16 PDT 2009,NO_QUERY,Nkosi868,@juiceegapeach I was hoping you would be demonstrating. ,0.4215
1181375,4,1982068419,Sun May 31 10:27:48 PDT 2009,NO_QUERY,charubhashini,@meerasapra was the movie angels and demons good thought of watching it! I am watching ghajini for the 10th time here ,0.4926
1190499,4,1983726329,Sun May 31 13:42:55 PDT 2009,NO_QUERY,helrangers87,"watching the view amp; thinking about hitting up the gym OR finishing angels and demons, tough life kids, tough life ",-0.25
1192712,4,1984122473,Sun May 31 14:29:13 PDT 2009,NO_QUERY,TaylorFGorman,"awesome day laying out with the girls and cali baby, angels and demons tonight with mom and ry ",0.6249
1200246,4,1985456411,Sun May 31 17:08:17 PDT 2009,NO_QUERY,rockyemo,hmm i think i'll gonna see angels &amp; demons on friday ,0.0
1202274,4,1985823108,Sun May 31 17:50:26 PDT 2009,NO_QUERY,audreyes,Does anyone have the angels &amp; demons book?! I wanna read it before (or after) I watch the movie ,0.0
1205839,4,1986641910,Sun May 31 19:07:13 PDT 2009,NO_QUERY,arthurbel,Famlaayy time  watching angels&amp;demons. UP next week. I hope there are still sour belts. My mouth is watering!!!!,0.6209
1206622,4,1986839281,Sun May 31 19:23:22 PDT 2009,NO_QUERY,publius772000,"@RandyInman http://bit.ly/3yzpz Blog &amp; U.S. Politics &gt;Blogs demonstrate &quot;partisan politics, poor journalistic skills and duplicity.&quot; Ouch ",-0.4767
1213319,4,1989337773,Mon Jun 01 01:10:20 PDT 2009,NO_QUERY,Sahnepop619,"saw angels &amp; demons but only for half an hour, was too tired ",-0.5927
1223612,4,1990435321,Mon Jun 01 04:51:52 PDT 2009,NO_QUERY,ashokjjr,@vijayanands I believe a revolutionary product needs 1:20 min of demonstration. ,0.1027
1238014,4,1993162541,Mon Jun 01 09:55:59 PDT 2009,NO_QUERY,kriswierzbicki,I have seen @angelsandemons and this a great  entertained value movie nothing less nothing more go see your self ,0.8743
1263105,4,1998975363,Mon Jun 01 19:26:05 PDT 2009,NO_QUERY,claudianunez,Celebrating by watching angels and demons with @ivivalafrank and gab ,0.5719
1266855,4,1999730184,Mon Jun 01 20:43:13 PDT 2009,NO_QUERY,urd202,back from angels &amp; demons...definitely stressed out. bed soon? mmm yes sleep ,0.0772
1267215,4,1999803489,Mon Jun 01 20:51:06 PDT 2009,NO_QUERY,CaroCares,"k no really, going to see angles and demons for reals this time. ",-0.296
1268207,4,1999992399,Mon Jun 01 21:12:05 PDT 2009,NO_QUERY,winecountrydog,"@Padaysia wowza, thx! Pachysphinx occidentalis! big hawkmoth! &quot;demonstrably secure globally&quot; ~ howl, wish all other things were! ",0.8302
1269610,4,2000257077,Mon Jun 01 21:43:49 PDT 2009,NO_QUERY,milelif,@theBrandiCyrus twilight..duh haha ok im obsessed so  but seriously you probably watched it so i would watch &quot;angels &amp; demons&quot; ,-0.0561
1273017,4,2000789325,Mon Jun 01 22:58:15 PDT 2009,NO_QUERY,g0txs0le,about to read angels &amp; demons! ,0.0
1282317,4,2001827752,Tue Jun 02 02:12:40 PDT 2009,NO_QUERY,eenalol,@horrorhannah butttttttttttt we're going to see angels and demons tomorrow ,0.0
1284844,4,2002084799,Tue Jun 02 03:05:27 PDT 2009,NO_QUERY,Tia_MariaR,going to cinema.  maybe angels and demons or then something else..,0.0
1293227,4,2003178571,Tue Jun 02 06:02:15 PDT 2009,NO_QUERY,peachomeacho,watching angels and demons tomorrow ,0.0
1296564,4,2004139720,Tue Jun 02 07:43:53 PDT 2009,NO_QUERY,ankurb,My review of 'Angels &amp; Demons' seems to be getting pretty popular.  Check it out at http://tr.im/angelsanddemonsmovie,0.7184
1298009,4,2004704048,Tue Jun 02 08:36:47 PDT 2009,NO_QUERY,lukewestwood,@KazBT hey have you got around to uploading demons episode 6 yet ,0.0
1303310,4,2009051413,Tue Jun 02 15:04:21 PDT 2009,NO_QUERY,SRasmussen,"@Irant  How do you stalk on Twitter? No need to demonstrate, asking for purely educational reasons.  ",-0.296
1320160,4,2014557056,Wed Jun 03 01:55:58 PDT 2009,NO_QUERY,ninawaddell,"computers working properly again, phew. new moon trailer looks good, AWESOME visual effects. still cant wait to see angels and demons! ",0.8412
1353584,4,2046754174,Fri Jun 05 12:38:37 PDT 2009,NO_QUERY,mdjensen,@leeodden hi Lee! hi people you're demonstrating to! ,0.0
1369276,4,2050774150,Fri Jun 05 19:16:06 PDT 2009,NO_QUERY,Rosey2323,"I miss Guster , &quot;demons&quot; is such a great song . . lol. ",0.743
1371441,4,2051177526,Fri Jun 05 20:58:31 PDT 2009,NO_QUERY,tarheel_blue,"@Wastntime  well, there's always the demonstration sports. ",0.3612
1385399,4,2052744953,Sat Jun 06 01:51:29 PDT 2009,NO_QUERY,loz_xx,"@milla817 angels and demons... EPIC! haha, u should see it!  (rach)",0.555
1391099,4,2053286855,Sat Jun 06 04:00:06 PDT 2009,NO_QUERY,johnpavlich,"@heatherstewart and @scottsigler How the hell were you both able to DM me? My mind is totally blown! Away from me, you demons of magic! ",-0.7339
1395694,4,2053750261,Sat Jun 06 05:35:12 PDT 2009,NO_QUERY,darasaquin,will watch angels and demons tomorrow nlang ,0.0
1404778,4,2055088239,Sat Jun 06 08:40:32 PDT 2009,NO_QUERY,superdelonge,Im reading angels and demons ,0.0
1420393,4,2058130972,Sat Jun 06 14:19:37 PDT 2009,NO_QUERY,Susan_Kendell,@danecook lol there was a sham wow demonstration in the mall today...I thought of you ,0.7906
1438589,4,2061363935,Sat Jun 06 20:42:50 PDT 2009,NO_QUERY,kateboardman,Ooh. out to dinner then angels and demons ,0.0
1439438,4,2061506142,Sat Jun 06 21:00:46 PDT 2009,NO_QUERY,jenn707masad,Little sleeping demons... How adorable ,0.4939
1441848,4,2061890746,Sat Jun 06 21:50:55 PDT 2009,NO_QUERY,sarahbrown89,had an amazing day! bitch fest with alison. angels and demons. remember the titans. good stuff ,0.4926
1442270,4,2061950572,Sat Jun 06 21:59:12 PDT 2009,NO_QUERY,Lynn_Die,hmmmm....little playing cards that summon giant towers and demons?? wtf. . idk what that means. . . guess I'm a NOOB ,-0.6901
1442455,4,2061981064,Sat Jun 06 22:03:09 PDT 2009,NO_QUERY,AdamKyMom,At movies w John-seeing angels and demons-really should b at home sleeping  too tired!,-0.4926
1462534,4,2064037254,Sun Jun 07 05:00:46 PDT 2009,NO_QUERY,simikn,@srk_SaY13  im gunna see angels and demons ,0.0
1467278,4,2064583730,Sun Jun 07 06:39:38 PDT 2009,NO_QUERY,Kristy_Lee_,angel &amp; demons =] kizza&amp;i guesd the killer right  blakes party was awesum..froze 2 death..linda got 4 mins2save the world,0.0
1498745,4,2070640134,Sun Jun 07 18:03:07 PDT 2009,NO_QUERY,amyelizabeth21,@rawr85 I have seen it's wonder demonstrated ,0.0
1516775,4,2175759497,Mon Jun 15 01:55:07 PDT 2009,NO_QUERY,diandrautomo,Tired after 2 hours of fitness.. Haha need to get in shape! Might watch angels and demons after ,0.1007
1519497,4,2176082731,Mon Jun 15 02:51:53 PDT 2009,NO_QUERY,ana_adi,"@stedavies still demonstrating? if yes, then helloooooooo ",0.4019
1538509,4,2179899225,Mon Jun 15 09:44:12 PDT 2009,NO_QUERY,haagmans,"ow yeay: review, angels and demons.. it was ok. the book is a lot better. lots of details missing, but a great explosion ",0.8225
1539118,4,2180045251,Mon Jun 15 09:56:15 PDT 2009,NO_QUERY,mlee102587,I have defeated my demons and placed the drama bs behind. Ready for a peaceful and drama-free SUMMER! ,0.4389
1540348,4,2180424209,Mon Jun 15 10:27:07 PDT 2009,NO_QUERY,Emilyporter7,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com...,0.5106
1540352,4,2180424442,Mon Jun 15 10:27:08 PDT 2009,NO_QUERY,CrystalSmith7,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com.,0.5106
1540357,4,2180424746,Mon Jun 15 10:27:10 PDT 2009,NO_QUERY,CrystalS7,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com..,0.5106
1550859,4,2183893786,Mon Jun 15 15:07:50 PDT 2009,NO_QUERY,otaku_girl,"My #mangamonday pick for the week is Wish by CLAMP. A short and very sweet story about angels, demons, and the human they love and annoy. ",0.807
1566318,4,2187750817,Mon Jun 15 20:44:59 PDT 2009,NO_QUERY,KellayM13,@mcrispimp I will after he replies to the demons being on speed dial ,0.0
1575156,4,2189350308,Mon Jun 15 23:49:59 PDT 2009,NO_QUERY,danilovesyoux0x,angels and demons was really awesome! ,0.6893
1584360,4,2190550531,Tue Jun 16 03:03:05 PDT 2009,NO_QUERY,nichols1936,&quot;Where is my vote? &quot; News results for iran to recount votes - http://bit.ly/aphP0. I think that the world is behind the demonstrators ,0.0
29,0,1467815753,Mon Apr 06 22:21:04 PDT 2009,NO_QUERY,BaptisteTheFool,Meh... Almost Lover is the exception... this track gets me depressed every time. ,0.0534
79,0,1467834001,Mon Apr 06 22:25:49 PDT 2009,NO_QUERY,emo_holic,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,-0.6615
659,0,1467980262,Mon Apr 06 23:05:58 PDT 2009,NO_QUERY,ACTinglikeamama,@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,-0.6378
2027,0,1468288295,Tue Apr 07 00:45:57 PDT 2009,NO_QUERY,JasonWelch,"wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now ",-0.4678
3652,0,1468643979,Tue Apr 07 02:55:11 PDT 2009,NO_QUERY,sincerely_john,is depressed he isn't going to be able to see David Archuleta. ,-0.5106
4059,0,1468735665,Tue Apr 07 03:26:56 PDT 2009,NO_QUERY,bekibutton,"wish I could think of some fundraising tips that are JustGiving related, altho fundraising not going so great tbh. Am v depressed ",0.685
4686,0,1468880709,Tue Apr 07 04:12:56 PDT 2009,NO_QUERY,kittencaruso,My rattie is still sick has pneumonia n a tumor  im really run down n depressed n havin a fibro day.,-0.8578
6273,0,1469360921,Tue Apr 07 06:08:16 PDT 2009,NO_QUERY,RitaJusta,"grrr... at home, sick... so depressed... ",0.0
6282,0,1469363000,Tue Apr 07 06:08:42 PDT 2009,NO_QUERY,hellobethie,is still so depressed about dr. kutner on house...   whyyyyyyyyyyyyyyy him?!,-0.674
6423,0,1469418966,Tue Apr 07 06:19:23 PDT 2009,NO_QUERY,FreakingWesley,The world is gray. I am depressed ,-0.5106
7042,0,1469663537,Tue Apr 07 07:03:14 PDT 2009,NO_QUERY,WaitingCasually,"@Coatney just depressed the hell out of me. &quot;You started the same day as @Biz, right?' 'Yes.' 'Sorry you manage me and he's on Colbert.' ",-0.8481
7317,0,1469775399,Tue Apr 07 07:23:02 PDT 2009,NO_QUERY,MayyTersigni,smile on my face anymore he just makes me extreamly depressed its fair to say I'm put off ,0.128
8331,0,1470154222,Tue Apr 07 08:30:34 PDT 2009,NO_QUERY,Carolaaijn,"Is depressed, RW is sold out  Help me out here! I'm despered",-0.2244
9675,0,1548837540,Fri Apr 17 22:07:36 PDT 2009,NO_QUERY,julieanshar,"@Out_of_the_Box PS sorry I didn't make it tonight, was just exhausted and depressed and didn't want to do much of anything.  Miss you...",-0.7859
9715,0,1548855883,Fri Apr 17 22:11:15 PDT 2009,NO_QUERY,shawn36368,sad&amp;depressed right now ,0.0
9733,0,1548859330,Fri Apr 17 22:11:57 PDT 2009,NO_QUERY,CookiesMomma,@ambvymarie Why are you depressed?  ,-0.5106
9899,0,1550698495,Sat Apr 18 06:59:12 PDT 2009,NO_QUERY,blottingpaper,"would like the world to stop talking about IPL already. I'm depressed. Thanks to DVD mixup, no Rosencrantz and Guildenstern. ",-0.3182
11945,0,1551585266,Sat Apr 18 09:26:44 PDT 2009,NO_QUERY,Emmmmer,"@absentelk http://twitpic.com/31kwi - Awww, Me and Kay saw some cows at the farm.  They looked depressed.  Badtimes.    Kay name ...",-0.5106
12748,0,1551964493,Sat Apr 18 10:25:55 PDT 2009,NO_QUERY,Lou_bookpushers,"@Has_Bookpushers I'm so freaking depressed. I knew what would happen, but still. ",-0.557
13010,0,1552067912,Sat Apr 18 10:42:11 PDT 2009,NO_QUERY,ninacox,Looking through a speedpaint thread in an art forum. Everything is digital. I'm depressed. ,-0.5106
13739,0,1553389367,Sat Apr 18 14:08:11 PDT 2009,NO_QUERY,tomhuxtable,I'm going to bed feeling a bit depressed. Not really looking forward to tomorrow ,-0.4215
13952,0,1553484889,Sat Apr 18 14:23:36 PDT 2009,NO_QUERY,clbeenz,is depressed cuz corr cant com 2 the mall with her. ,-0.5106
14550,0,1553762810,Sat Apr 18 15:08:36 PDT 2009,NO_QUERY,grebron,has been watching the film The Visitor and is feeling depressed. ,-0.4215
14854,0,1553887880,Sat Apr 18 15:29:08 PDT 2009,NO_QUERY,_xotashhh,is goin to bed nooow. night everyoneee. &lt;3 last day of freedom tomorrow  sooo depressed about that.,0.2263
14930,0,1553920027,Sat Apr 18 15:34:23 PDT 2009,NO_QUERY,ROSAPARK,A little depressed after finding out how much taxes i owe ,-0.4601
14966,0,1553925874,Sat Apr 18 15:35:21 PDT 2009,NO_QUERY,JackiePalma,Need another hit of NKOTB..I'm starting to get depressed ,-0.5106
15536,0,1554394986,Sat Apr 18 16:52:47 PDT 2009,NO_QUERY,pattersondm,Devin is feeling down and depressed today. don't like the feeling one bit ,-0.5283
19368,0,1556834566,Sun Apr 19 00:34:39 PDT 2009,NO_QUERY,autofade, i am depressed again. i miss home so much right now!,-0.636
19487,0,1556860020,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,amandagirl79,Just watched Seven Pounds.  Feel vaguely depressed.  ,-0.5106
19892,0,1556955230,Sun Apr 19 01:12:27 PDT 2009,NO_QUERY,podblack,"@reedes - yes, but it was better than the 2008 Australian film I just watched then. :/ And less than 1/12 the length. I is depressed. ",-0.431
20280,0,1557038564,Sun Apr 19 01:40:14 PDT 2009,NO_QUERY,VikiABC,V depressed at revelations that favourite DJ will be leaving breakfast show. Don't think i'll listen after chris and team go. ,-0.5106
20285,0,1557039880,Sun Apr 19 01:40:39 PDT 2009,NO_QUERY,ilanbr,"I can't believe how depressed I am.  Four days after coming back, and it's in full force now. ",0.4023
20916,0,1557172074,Sun Apr 19 02:26:18 PDT 2009,NO_QUERY,NatMitchell89,sat at home being depressed ,-0.5106
20969,0,1557183470,Sun Apr 19 02:30:23 PDT 2009,NO_QUERY,samoneH,is heading back to depressed'ville... i hate this ,-0.5719
24319,0,1557961813,Sun Apr 19 06:44:42 PDT 2009,NO_QUERY,theGreener,"Lost to the scum, depressed now ",-0.6808
24579,0,1558046886,Sun Apr 19 07:04:05 PDT 2009,NO_QUERY,TEAMJLS_X,the thought of school is making me depressed!  where the heck is marvin?? :o 3 days THREEE,-0.6544
25163,0,1558239979,Sun Apr 19 07:44:47 PDT 2009,NO_QUERY,estone224,registering for class just makes me depressed  but @kaityb i am soo excited for tomorrow!!,0.3682
26335,0,1558703262,Sun Apr 19 09:09:41 PDT 2009,NO_QUERY,MariahAKAhoney,listenin 2 alica keys no one on vh1......makin me depressed reminds me off my x ,-0.6705
26761,0,1558884813,Sun Apr 19 09:40:16 PDT 2009,NO_QUERY,skrobertson,organising clothes for college etc tonight   argh it make's me depressed..,0.0
27264,0,1559124743,Sun Apr 19 10:19:29 PDT 2009,NO_QUERY,cobra83ita,At home.. Bored kinda depressed wondering why can't find someone who wants to be with him ,-0.6258
28944,0,1559896745,Sun Apr 19 12:19:34 PDT 2009,NO_QUERY,cpa30,I feel depressed now that all of this is over ,-0.5106
29466,0,1563488641,Sun Apr 19 23:01:49 PDT 2009,NO_QUERY,rach210,@Keels_90 nowhere now im currently depressed  sucks to be me,-0.7003
30217,0,1563707145,Sun Apr 19 23:55:00 PDT 2009,NO_QUERY,jobeaz,"@oldm8 been there done that, home depressed ",-0.5106
30285,0,1563719654,Sun Apr 19 23:58:19 PDT 2009,NO_QUERY,SamSamIAm,im beyond depressed. my southern boy is florida bound. i miss you already baby  but i'll see you soon. 'member that! &lt;33333,-0.4102
30630,0,1563812620,Mon Apr 20 00:22:54 PDT 2009,NO_QUERY,melgal7,"@Dancegurl91 i'm gr8 , except im saula depressed ",0.1027
30916,0,1563893951,Mon Apr 20 00:45:25 PDT 2009,NO_QUERY,suewaters,@barbsbooks feeling slightly depressed about now ,-0.3626
31581,0,1564047574,Mon Apr 20 01:30:11 PDT 2009,NO_QUERY,theodoresouza,i can't help but be depressed. haven't felt like this in years ,-0.8291
32230,0,1564202881,Mon Apr 20 02:18:13 PDT 2009,NO_QUERY,shadow_walker62,depressed so just going to bed i guess ,-0.5106
33297,0,1564468819,Mon Apr 20 03:38:16 PDT 2009,NO_QUERY,AWFRox,has woken up depressed and just hating himself  still listening to Tinchy Stryder ft. N-Dubz - Number 1 ... thanks Emma Latto (Y),-0.5267
35366,0,1565190949,Mon Apr 20 06:08:28 PDT 2009,NO_QUERY,JoeyKujawski,Adolf Hitler was born today.  One more reason to be depressed.  ,-0.5106
39075,0,1573441010,Tue Apr 21 01:11:02 PDT 2009,NO_QUERY,DanHaneveer,"Back home, minus a car until tomorrow and feeling rather depressed ",-0.4215
39507,0,1573545452,Tue Apr 21 01:40:54 PDT 2009,NO_QUERY,anniejbaker, can't believe the jumpers are gone...i'm really depressed now.,-0.5563
39602,0,1573570592,Tue Apr 21 01:48:16 PDT 2009,NO_QUERY,NicolaHarwood,i've lost my ipod and am thoroughly depressed. how can i hit the gym without ac/dc to motivate me ... ,-0.7951
39923,0,1573652868,Tue Apr 21 02:11:42 PDT 2009,NO_QUERY,JessieC87,Heading to bed... Going to McCann later today to finish up some paperwork... Feeling depressed  IDK why,-0.6037
40005,0,1573673736,Tue Apr 21 02:17:57 PDT 2009,NO_QUERY,kaykotowicz,very depressed! Feels unloved ,-0.7934
41786,0,1675788804,Fri May 01 20:20:00 PDT 2009,NO_QUERY,DomiMomi,"is depressed, lonely, and just feeling poopy ",-0.6486
42380,0,1676066354,Fri May 01 21:00:44 PDT 2009,NO_QUERY,DinaJAY, theres nothing to do. this weather is depressing. and im already depressed as it is. ,-0.7096
43842,0,1676665125,Fri May 01 22:45:48 PDT 2009,NO_QUERY,patchyemoly,@jesslovespanic Why you are so depressed today??? ,-0.6986
44282,0,1676814694,Fri May 01 23:17:58 PDT 2009,NO_QUERY,discursive,"am kinda in a mood to write, but don't have the get-up-and-go. besides, my dr freaked me out today and now i'm depressed.  DNW",-0.8047
47377,0,1677619385,Sat May 02 03:04:07 PDT 2009,NO_QUERY,heathershelby26,Broke things off with my guy tonight and am really depressed about everything.  ,-0.7501
47777,0,1677713925,Sat May 02 03:35:00 PDT 2009,NO_QUERY,xxJadeyyxx,off for a shower. i hope i drown... im so depressed right now  thanks a lot sharks,0.1428
47854,0,1677730201,Sat May 02 03:40:16 PDT 2009,NO_QUERY,sheralynn,Maxwell fell and broke today...  This is a sad day. I need to get another one tomorrow or Monday. *sighs* I am depressed.,-0.8481
48040,0,1677774323,Sat May 02 03:55:09 PDT 2009,NO_QUERY,Kafoosh,Rargh. Am in one of those depressed-for-no-reason moods. ,0.0
48439,0,1677873794,Sat May 02 04:26:37 PDT 2009,NO_QUERY,NLTBoi,"so depressed over the NLT thing...i actually watched all their videos all their songs, WHILE EATING ICE CREAM!!!!! (tear tear) ",-0.6967
49501,0,1678167745,Sat May 02 05:46:07 PDT 2009,NO_QUERY,sophiepandora,depressed today... I miss my doggy ,-0.5994
49692,0,1678234852,Sat May 02 06:00:58 PDT 2009,NO_QUERY,CraigVenables,@Rawrrgasmic i know and i dont have the hump with you for it! im just badly depressed anyway ,-0.7712
49973,0,1678331095,Sat May 02 06:21:14 PDT 2009,NO_QUERY,histapleface,"@ponyy i knew that would happen, i was in drive through at 12, i was so depressed. i also cut myself on the fridge  blood blister. ouch",-0.7653
51477,0,1678964738,Sat May 02 08:11:26 PDT 2009,NO_QUERY,wherrm,moving alllll my shit home. so depressed this year is over ,-0.8016
51811,0,1679144035,Sat May 02 08:38:30 PDT 2009,NO_QUERY,yann3,one patient passed away tonight... makes me feel kinda depressed. also heard that 2 babies about to be baptized died on a car accident.. ,-0.7655
51947,0,1679208733,Sat May 02 08:48:06 PDT 2009,NO_QUERY,meganiscool,How many people are NOT going to bamboozle? You can be all depressed and gloomy with me.  &lt;|3,-0.7506
53568,0,1680276661,Sat May 02 11:18:35 PDT 2009,NO_QUERY,wide_rider,"Bored, lonely, depressed, headachey, low energy today.  Gonna be hard to keep myself from quiting my workout early - again. ",-0.8074
54304,0,1681022562,Sat May 02 13:02:14 PDT 2009,NO_QUERY,juddly,@muscledit Awww... you're too cute to be depressed ,-0.0772
54360,0,1681057441,Sat May 02 13:06:59 PDT 2009,NO_QUERY,ashjames55,"recovering from last night, is alcohol supposed to make you depressed?  I need a pick me up.",-0.5106
55181,0,1684994803,Sat May 02 22:42:11 PDT 2009,NO_QUERY,Gamedana,"No twitter for a week, very depressed. Cutting myself off from the world for about a week. Gonna go cry myself to sleep. Goodnight. ",-0.8648
55825,0,1685214226,Sat May 02 23:28:59 PDT 2009,NO_QUERY,kaoris,Too depressed to sleep.  He is leaving for SF and I have to leave NYC ,-0.5423
56701,0,1685478399,Sun May 03 00:34:05 PDT 2009,NO_QUERY,ToniRiess,"I was offline for a week. don't feeling good. I'm sad. depressed mood, I never have luck with men.  what now? Its that the end?",-0.9103
57398,0,1685655468,Sun May 03 01:24:28 PDT 2009,NO_QUERY,kill2kg,"Life sucks, depressed, and boozing to hide it aint helping  being dumped sucks like a big bag of hurt ",-0.8601
